"DateTime","Depth","Temp"
2007-11-26 12:00:00,"13.5",5.62
2007-11-27 12:00:00,"13.5",5.67
2007-11-28 12:00:00,"13.5",5.42
2007-11-29 12:00:00,"13.5",5.42
2007-11-30 12:00:00,"13.5",4.98
2007-12-01 12:00:00,"13.5",4.63
2007-12-02 12:00:00,"13.5",4.18
2007-12-03 12:00:00,"13.5",3.6
2007-12-04 12:00:00,"13.5",3.33
2007-12-05 12:00:00,"13.5",3.16
2007-12-06 12:00:00,"13.5",2.9
2007-12-07 12:00:00,"13.5",2.81
2007-12-08 12:00:00,"13.5",2.84
2007-12-09 12:00:00,"13.5",2.64
2007-12-10 12:00:00,"13.5",2.32
2007-12-11 12:00:00,"13.5",2.54
2007-12-12 12:00:00,"13.5",2.46
2007-12-13 12:00:00,"13.5",2.28
2007-12-14 12:00:00,"13.5",NA
2007-12-15 12:00:00,"13.5",NA
2007-12-16 12:00:00,"13.5",NA
2007-12-17 12:00:00,"13.5",NA
2007-12-18 12:00:00,"13.5",NA
2007-12-19 12:00:00,"13.5",NA
2007-12-20 12:00:00,"13.5",1.27
2007-12-21 12:00:00,"13.5",1.21
2007-12-22 12:00:00,"13.5",1.22
2007-12-23 12:00:00,"13.5",1.22
2007-12-24 12:00:00,"13.5",1.16
2007-12-25 12:00:00,"13.5",1.16
2007-12-26 12:00:00,"13.5",1.27
2007-12-27 12:00:00,"13.5",1.14
2007-12-28 12:00:00,"13.5",1.21
2007-12-29 12:00:00,"13.5",1.24
2007-12-30 12:00:00,"13.5",1.21
2007-12-31 12:00:00,"13.5",1.27
2008-01-01 12:00:00,"13.5",1.27
2008-01-02 12:00:00,"13.5",1.35
2008-01-03 12:00:00,"13.5",1.33
2008-01-04 12:00:00,"13.5",1.33
2008-01-05 12:00:00,"13.5",1.33
2008-01-06 12:00:00,"13.5",1.3
2008-01-07 12:00:00,"13.5",1.35
2008-01-08 12:00:00,"13.5",1.39
2008-01-09 12:00:00,"13.5",1.38
2008-01-10 12:00:00,"13.5",1.46
2008-01-11 12:00:00,"13.5",1.33
2008-01-12 12:00:00,"13.5",1.39
2008-01-13 12:00:00,"13.5",1.46
2008-01-14 12:00:00,"13.5",1.39
2008-01-15 12:00:00,"13.5",1.46
2008-01-16 12:00:00,"13.5",1.49
2008-01-17 12:00:00,"13.5",1.46
2008-01-18 12:00:00,"13.5",1.39
2008-01-19 12:00:00,"13.5",1.46
2008-01-20 12:00:00,"13.5",1.52
2008-01-21 12:00:00,"13.5",1.5
2008-01-22 12:00:00,"13.5",1.46
2008-01-23 12:00:00,"13.5",1.52
2008-01-24 12:00:00,"13.5",1.52
2008-01-25 12:00:00,"13.5",1.57
2008-01-26 12:00:00,"13.5",1.58
2008-01-27 12:00:00,"13.5",1.57
2008-01-28 12:00:00,"13.5",1.55
2008-01-29 12:00:00,"13.5",1.58
2008-02-03 12:00:00,"13.5",1.63
2008-02-04 12:00:00,"13.5",1.63
2008-02-05 12:00:00,"13.5",1.63
2008-02-06 12:00:00,"13.5",1.65
2008-02-07 12:00:00,"13.5",1.65
2008-02-08 12:00:00,"13.5",1.65
2008-02-09 12:00:00,"13.5",1.66
2008-02-10 12:00:00,"13.5",1.61
2008-02-11 12:00:00,"13.5",1.61
2008-02-12 12:00:00,"13.5",1.65
2008-02-13 12:00:00,"13.5",1.65
2008-02-14 12:00:00,"13.5",1.65
2008-02-15 12:00:00,"13.5",1.66
2008-02-16 12:00:00,"13.5",1.71
2008-02-17 12:00:00,"13.5",1.71
2008-02-18 12:00:00,"13.5",1.71
2008-02-19 12:00:00,"13.5",1.72
2008-02-20 12:00:00,"13.5",1.77
2008-02-21 12:00:00,"13.5",1.72
2008-02-22 12:00:00,"13.5",1.77
2008-02-23 12:00:00,"13.5",1.77
2008-02-24 12:00:00,"13.5",1.77
2008-02-25 12:00:00,"13.5",1.72
2008-02-26 12:00:00,"13.5",1.79
2008-02-27 12:00:00,"13.5",1.77
2008-02-28 12:00:00,"13.5",1.77
2008-02-29 12:00:00,"13.5",1.77
2008-03-01 12:00:00,"13.5",1.77
2008-03-02 12:00:00,"13.5",1.77
2008-03-03 12:00:00,"13.5",1.76
2008-03-04 12:00:00,"13.5",1.79
2008-03-05 12:00:00,"13.5",1.77
2008-03-06 12:00:00,"13.5",1.82
2008-03-07 12:00:00,"13.5",1.84
2008-03-08 12:00:00,"13.5",1.79
NA,"13.5",NA
NA,"13.5",NA
NA,"13.5",NA
NA,"13.5",NA
NA,"13.5",NA
NA,"13.5",NA
2008-03-09 12:00:00,"13.5",1.77
2008-03-10 12:00:00,"13.5",1.82
2008-03-11 12:00:00,"13.5",1.84
2008-03-12 12:00:00,"13.5",1.84
2008-03-13 12:00:00,"13.5",1.79
2008-03-14 12:00:00,"13.5",1.84
2008-03-15 12:00:00,"13.5",1.84
2008-03-16 12:00:00,"13.5",1.84
2008-03-17 12:00:00,"13.5",1.84
2008-03-18 12:00:00,"13.5",1.84
2008-03-19 12:00:00,"13.5",1.85
2008-03-20 12:00:00,"13.5",1.85
2008-03-21 12:00:00,"13.5",1.84
2008-03-22 12:00:00,"13.5",1.85
2008-03-23 12:00:00,"13.5",1.84
2008-03-24 12:00:00,"13.5",1.87
2008-03-25 12:00:00,"13.5",1.87
2008-03-26 12:00:00,"13.5",1.84
2008-03-27 12:00:00,"13.5",1.9
2008-03-28 12:00:00,"13.5",1.87
2008-03-29 12:00:00,"13.5",1.9
2008-03-30 12:00:00,"13.5",1.88
2008-03-31 12:00:00,"13.5",1.9
2008-04-01 12:00:00,"13.5",1.9
2008-04-02 12:00:00,"13.5",1.91
2008-04-03 12:00:00,"13.5",1.98
2008-04-04 12:00:00,"13.5",1.95
2008-04-05 12:00:00,"13.5",1.95
2008-04-06 12:00:00,"13.5",1.95
2008-04-07 12:00:00,"13.5",1.93
2008-04-08 12:00:00,"13.5",1.9
2008-04-09 12:00:00,"13.5",1.96
2008-04-10 12:00:00,"13.5",2.02
2008-04-11 12:00:00,"13.5",2.06
2008-04-12 12:00:00,"13.5",2.15
2008-04-13 12:00:00,"13.5",2.15
2008-04-14 12:00:00,"13.5",2.21
2008-04-15 12:00:00,"13.5",2.34
2008-04-16 12:00:00,"13.5",2.51
2008-04-17 12:00:00,"13.5",2.65
2008-04-18 12:00:00,"13.5",2.72
2008-04-19 12:00:00,"13.5",2.81
2008-04-20 12:00:00,"13.5",3.09
2008-04-21 12:00:00,"13.5",3.34
2008-04-22 12:00:00,"13.5",3.72
2008-04-23 12:00:00,"13.5",3.74
2008-04-24 12:00:00,"13.5",4.37
2008-04-25 12:00:00,"13.5",4.38
2008-04-26 12:00:00,"13.5",5.17
2008-04-27 12:00:00,"13.5",5.42
2008-04-28 12:00:00,"13.5",5.54
2008-04-29 12:00:00,"13.5",5.34
2008-04-30 12:00:00,"13.5",5.48
2008-05-01 12:00:00,"13.5",5.35
2008-05-02 12:00:00,"13.5",5.67
2008-05-03 12:00:00,"13.5",5.67
2008-05-04 12:00:00,"13.5",5.61
2008-05-05 12:00:00,"13.5",5.79
2008-05-06 12:00:00,"13.5",5.72
2008-05-07 12:00:00,"13.5",5.86
2008-05-08 12:00:00,"13.5",6.11
2008-05-09 12:00:00,"13.5",6.36
2008-05-10 12:00:00,"13.5",6.11
2008-05-11 12:00:00,"13.5",7.41
2008-05-12 12:00:00,"13.5",8.62
2008-05-13 12:00:00,"13.5",8.18
2008-05-14 12:00:00,"13.5",8.04
2008-05-15 12:00:00,"13.5",7.18
2008-05-16 12:00:00,"13.5",7.65
2008-05-17 12:00:00,"13.5",8.12
2008-05-18 12:00:00,"13.5",7.54
2008-05-19 12:00:00,"13.5",7.83
2008-05-20 12:00:00,"13.5",8.81
2008-05-21 12:00:00,"13.5",8.82
2008-05-22 12:00:00,"13.5",9.32
2008-05-23 12:00:00,"13.5",8.21
2008-05-24 12:00:00,"13.5",9.24
2008-05-25 12:00:00,"13.5",9.86
2008-05-26 12:00:00,"13.5",10.45
2008-05-27 12:00:00,"13.5",10.86
2008-05-28 12:00:00,"13.5",9.67
2008-05-29 12:00:00,"13.5",10.19
2008-05-30 12:00:00,"13.5",11.25
2008-05-31 12:00:00,"13.5",10.55
2008-06-01 12:00:00,"13.5",10.81
2008-06-02 12:00:00,"13.5",11.06
2008-06-03 12:00:00,"13.5",10.67
2008-06-04 12:00:00,"13.5",10.55
2008-06-05 12:00:00,"13.5",10.53
2008-06-06 12:00:00,"13.5",10.94
2008-06-07 12:00:00,"13.5",10.97
2008-06-08 12:00:00,"13.5",10.95
2008-06-09 12:00:00,"13.5",10.75
2008-06-10 12:00:00,"13.5",11.12
2008-06-11 12:00:00,"13.5",10.67
2008-06-12 12:00:00,"13.5",10.45
2008-06-13 12:00:00,"13.5",10.81
2008-06-14 12:00:00,"13.5",11.56
2008-06-15 12:00:00,"13.5",11.25
2008-06-16 12:00:00,"13.5",11.14
2008-06-17 12:00:00,"13.5",11.33
2008-06-18 12:00:00,"13.5",11.05
2008-06-19 12:00:00,"13.5",11.47
2008-06-20 12:00:00,"13.5",11.34
2008-06-21 12:00:00,"13.5",11.44
2008-06-22 12:00:00,"13.5",10.94
2008-06-23 12:00:00,"13.5",10.94
2008-06-24 12:00:00,"13.5",11.31
2008-06-25 12:00:00,"13.5",11.56
2008-06-26 12:00:00,"13.5",11.25
2008-06-27 12:00:00,"13.5",11.38
2008-06-28 12:00:00,"13.5",11.05
2008-06-29 12:00:00,"13.5",11.38
2008-06-30 12:00:00,"13.5",11.75
2008-07-01 12:00:00,"13.5",11.5
2008-07-02 12:00:00,"13.5",11.38
2008-07-03 12:00:00,"13.5",11.69
2008-07-04 12:00:00,"13.5",11.75
2008-07-05 12:00:00,"13.5",11.33
2008-07-06 12:00:00,"13.5",11.08
2008-07-07 12:00:00,"13.5",12.05
2008-07-08 12:00:00,"13.5",11.81
2008-07-09 12:00:00,"13.5",11.19
2008-07-10 12:00:00,"13.5",12.06
2008-07-11 12:00:00,"13.5",11.88
2008-07-12 12:00:00,"13.5",11.77
2008-07-13 12:00:00,"13.5",12.75
2008-07-14 12:00:00,"13.5",11.63
2008-07-15 12:00:00,"13.5",12.28
2008-07-16 12:00:00,"13.5",11.88
2008-07-17 12:00:00,"13.5",11.61
2008-07-18 12:00:00,"13.5",11.59
2008-07-19 12:00:00,"13.5",12.19
2008-07-20 12:00:00,"13.5",12
2008-07-21 12:00:00,"13.5",11.56
2008-07-22 12:00:00,"13.5",12.06
2008-07-23 12:00:00,"13.5",12.24
2008-07-24 12:00:00,"13.5",11.75
2008-07-25 12:00:00,"13.5",12.39
2008-07-26 12:00:00,"13.5",11.95
2008-07-27 12:00:00,"13.5",12.82
2008-07-28 12:00:00,"13.5",12.25
2008-07-29 12:00:00,"13.5",11.5
2008-07-30 12:00:00,"13.5",12.11
2008-07-31 12:00:00,"13.5",12.06
2008-08-01 12:00:00,"13.5",11.81
2008-08-02 12:00:00,"13.5",12.33
2008-08-03 12:00:00,"13.5",11.64
2008-08-04 12:00:00,"13.5",12.13
2008-08-05 12:00:00,"13.5",12.63
2008-08-06 12:00:00,"13.5",11.7
2008-08-07 12:00:00,"13.5",12.61
2008-08-08 12:00:00,"13.5",12.24
2008-08-09 12:00:00,"13.5",12.31
2008-08-10 12:00:00,"13.5",12.41
2008-08-11 12:00:00,"13.5",12.03
2008-08-12 12:00:00,"13.5",12.45
2008-08-13 12:00:00,"13.5",12.63
2008-08-14 12:00:00,"13.5",12
2008-08-15 12:00:00,"13.5",12.56
2008-08-16 12:00:00,"13.5",12.94
2008-08-17 12:00:00,"13.5",12.75
2008-08-18 12:00:00,"13.5",12.75
2008-08-19 12:00:00,"13.5",13.22
2008-08-20 12:00:00,"13.5",12.99
2008-08-21 12:00:00,"13.5",13.08
2008-08-22 12:00:00,"13.5",12.88
2008-08-23 12:00:00,"13.5",13.25
2008-08-24 12:00:00,"13.5",13.14
2008-08-25 12:00:00,"13.5",13.68
2008-08-26 12:00:00,"13.5",12
2008-08-27 12:00:00,"13.5",13.44
2008-08-28 12:00:00,"13.5",14.5
2008-08-29 12:00:00,"13.5",13.69
2008-08-30 12:00:00,"13.5",13.82
2008-08-31 12:00:00,"13.5",14.29
2008-09-01 12:00:00,"13.5",14.38
2008-09-02 12:00:00,"13.5",14.21
2008-09-03 12:00:00,"13.5",14.75
2008-09-04 12:00:00,"13.5",14.38
2008-09-05 12:00:00,"13.5",14.1
2008-09-06 12:00:00,"13.5",14.88
2008-09-07 12:00:00,"13.5",14.88
2008-09-08 12:00:00,"13.5",14.19
2008-09-09 12:00:00,"13.5",16.38
2008-09-10 12:00:00,"13.5",16.11
2008-09-11 12:00:00,"13.5",14.69
2008-09-12 12:00:00,"13.5",15.07
2008-09-13 12:00:00,"13.5",15.75
2008-09-14 12:00:00,"13.5",15.88
2008-09-15 12:00:00,"13.5",16
2008-09-16 12:00:00,"13.5",15.83
2008-09-17 12:00:00,"13.5",16.75
2008-09-18 12:00:00,"13.5",18.94
2008-09-19 12:00:00,"13.5",18.56
2008-09-20 12:00:00,"13.5",17
2008-09-21 12:00:00,"13.5",18.16
2008-09-22 12:00:00,"13.5",17.27
2008-09-23 12:00:00,"13.5",17.13
2008-09-24 12:00:00,"13.5",16.94
2008-09-25 12:00:00,"13.5",17.22
2008-09-26 12:00:00,"13.5",17.82
2008-09-27 12:00:00,"13.5",17.5
2008-09-28 12:00:00,"13.5",17.39
2008-09-29 12:00:00,"13.5",17.44
2008-10-07 12:00:00,"13.5",15.07
2008-10-08 12:00:00,"13.5",14.75
2008-10-09 12:00:00,"13.5",14.57
2008-10-10 12:00:00,"13.5",14.91
2008-10-11 12:00:00,"13.5",14.63
2008-10-12 12:00:00,"13.5",14.57
2008-10-13 12:00:00,"13.5",14.5
2008-10-14 12:00:00,"13.5",14.57
2008-10-15 12:00:00,"13.5",14.46
2008-10-16 12:00:00,"13.5",14.44
2008-10-17 12:00:00,"13.5",14.1
2008-10-18 12:00:00,"13.5",13.82
2008-10-19 12:00:00,"13.5",13.78
2008-10-20 12:00:00,"13.5",13.58
2008-10-21 12:00:00,"13.5",13.11
2008-10-22 12:00:00,"13.5",12.82
2008-10-23 12:00:00,"13.5",12.36
2008-10-24 12:00:00,"13.5",11.97
2008-10-25 12:00:00,"13.5",11.86
2008-10-26 12:00:00,"13.5",NA
2008-10-27 12:00:00,"13.5",11.75
2008-10-28 12:00:00,"13.5",11.66
2008-10-29 12:00:00,"13.5",11.14
2008-10-30 12:00:00,"13.5",10.62
2008-10-31 12:00:00,"13.5",10.58
2008-11-01 12:00:00,"13.5",10.19
2008-11-02 12:00:00,"13.5",9.92
2008-11-03 12:00:00,"13.5",9.68
2008-11-04 12:00:00,"13.5",9.56
2008-11-05 12:00:00,"13.5",9.53
2008-11-06 12:00:00,"13.5",9.56
2008-11-07 12:00:00,"13.5",9.68
2008-11-08 12:00:00,"13.5",9.56
2008-11-09 12:00:00,"13.5",9.5
2008-11-10 12:00:00,"13.5",9.61
2008-11-11 12:00:00,"13.5",9.43
2008-11-12 12:00:00,"13.5",9.12
2008-11-13 12:00:00,"13.5",9.04
2008-11-14 12:00:00,"13.5",8.92
2008-11-15 12:00:00,"13.5",8.93
2008-11-17 12:00:00,"13.5",8.7
2008-11-18 12:00:00,"13.5",8.3
2008-11-19 12:00:00,"13.5",7.87
2008-11-20 12:00:00,"13.5",7.18
2008-11-21 12:00:00,"13.5",6.74
2008-11-22 12:00:00,"13.5",6.11
2008-11-23 12:00:00,"13.5",5.61
2008-11-24 12:00:00,"13.5",5.35
2008-11-25 12:00:00,"13.5",5.04
2008-11-26 12:00:00,"13.5",4.98
2008-11-27 12:00:00,"13.5",4.85
2008-11-28 12:00:00,"13.5",4.79
2008-11-29 12:00:00,"13.5",4.49
2008-11-30 12:00:00,"13.5",4.41
2008-12-01 12:00:00,"13.5",4.22
2008-12-02 12:00:00,"13.5",4.04
2008-12-03 12:00:00,"13.5",4.04
2008-12-04 12:00:00,"13.5",3.75
2008-12-05 12:00:00,"13.5",3.66
2008-12-06 12:00:00,"13.5",3.34
2008-12-07 12:00:00,"13.5",3.28
2008-12-08 12:00:00,"13.5",2.9
2008-12-09 12:00:00,"13.5",2.4
2008-12-10 12:00:00,"13.5",2.4
2008-12-11 12:00:00,"13.5",2.31
2008-12-12 12:00:00,"13.5",2.34
2008-12-13 12:00:00,"13.5",2.18
2008-12-14 12:00:00,"13.5",2.09
2008-12-15 12:00:00,"13.5",1.84
2008-12-16 12:00:00,"13.5",1.9
2008-12-17 12:00:00,"13.5",1.6
2008-12-18 12:00:00,"13.5",1.65
2008-12-19 12:00:00,"13.5",1.46
2008-12-20 12:00:00,"13.5",0.94
2008-12-21 12:00:00,"13.5",0.7
2008-12-22 12:00:00,"13.5",0.88
2008-12-23 12:00:00,"13.5",0.64
2008-12-24 12:00:00,"13.5",0.45
2008-12-25 12:00:00,"13.5",0.64
2008-12-26 12:00:00,"13.5",0.83
2008-12-27 12:00:00,"13.5",0.83
2008-12-28 12:00:00,"13.5",0.77
2008-12-29 12:00:00,"13.5",0.64
2008-12-30 12:00:00,"13.5",0.51
2008-12-31 12:00:00,"13.5",0.58
2009-01-01 12:00:00,"13.5",0.37
2009-01-02 12:00:00,"13.5",0.58
2009-01-03 12:00:00,"13.5",0.64
2009-01-04 12:00:00,"13.5",0.7
2009-01-05 12:00:00,"13.5",0.81
2009-01-06 12:00:00,"13.5",0.84
2009-01-07 12:00:00,"13.5",0.83
2009-01-08 12:00:00,"13.5",0.83
2009-01-09 12:00:00,"13.5",0.86
2009-01-10 12:00:00,"13.5",0.89
2009-01-11 12:00:00,"13.5",0.89
2009-01-12 12:00:00,"13.5",0.95
2009-01-13 12:00:00,"13.5",0.95
2009-01-14 12:00:00,"13.5",0.92
2009-02-18 12:00:00,"13.5",NA
2009-02-19 12:00:00,"13.5",NA
2009-02-24 12:00:00,"13.5",NA
2009-02-25 12:00:00,"13.5",NA
2009-02-26 12:00:00,"13.5",NA
2009-02-27 12:00:00,"13.5",NA
2009-02-28 12:00:00,"13.5",NA
2009-03-01 12:00:00,"13.5",NA
2009-03-02 12:00:00,"13.5",NA
2009-03-03 12:00:00,"13.5",NA
2009-03-04 12:00:00,"13.5",NA
2009-03-05 12:00:00,"13.5",NA
2009-03-06 12:00:00,"13.5",NA
2009-03-07 12:00:00,"13.5",NA
NA,"13.5",NA
NA,"13.5",NA
NA,"13.5",NA
NA,"13.5",NA
NA,"13.5",NA
NA,"13.5",NA
2009-03-08 12:00:00,"13.5",NA
2009-03-09 12:00:00,"13.5",NA
2009-03-10 12:00:00,"13.5",NA
2009-03-11 12:00:00,"13.5",NA
2009-03-12 12:00:00,"13.5",NA
2009-03-13 12:00:00,"13.5",NA
2009-03-14 12:00:00,"13.5",NA
2009-03-15 12:00:00,"13.5",NA
2009-03-16 12:00:00,"13.5",NA
2009-03-17 12:00:00,"13.5",NA
2009-03-18 12:00:00,"13.5",NA
2009-03-19 12:00:00,"13.5",NA
2009-03-20 12:00:00,"13.5",NA
2009-03-21 12:00:00,"13.5",NA
2009-03-22 12:00:00,"13.5",NA
2009-03-23 12:00:00,"13.5",NA
2009-03-24 12:00:00,"13.5",NA
2009-03-25 12:00:00,"13.5",NA
2009-03-26 12:00:00,"13.5",NA
2009-03-27 12:00:00,"13.5",NA
2009-03-28 12:00:00,"13.5",NA
2009-03-29 12:00:00,"13.5",NA
2009-03-30 12:00:00,"13.5",NA
2009-03-31 12:00:00,"13.5",NA
2009-04-01 12:00:00,"13.5",NA
2009-04-02 12:00:00,"13.5",NA
2009-04-03 12:00:00,"13.5",NA
2009-04-04 12:00:00,"13.5",NA
2009-04-05 12:00:00,"13.5",NA
2009-04-06 12:00:00,"13.5",NA
2009-04-07 12:00:00,"13.5",NA
2009-04-08 12:00:00,"13.5",NA
2009-04-09 12:00:00,"13.5",NA
2009-04-10 12:00:00,"13.5",NA
2009-04-11 12:00:00,"13.5",NA
2009-04-12 12:00:00,"13.5",NA
2009-04-13 12:00:00,"13.5",NA
2009-04-14 12:00:00,"13.5",NA
2009-07-29 12:00:00,"13.5",11.16
2009-07-30 12:00:00,"13.5",11.56
2009-07-31 12:00:00,"13.5",11.5
2009-08-01 12:00:00,"13.5",11.31
2009-08-02 12:00:00,"13.5",11.95
2009-08-03 12:00:00,"13.5",11.06
2009-08-04 12:00:00,"13.5",11.44
2009-08-05 12:00:00,"13.5",11.69
2009-08-06 12:00:00,"13.5",11.27
2009-08-07 12:00:00,"13.5",11.81
2009-08-08 12:00:00,"13.5",12.5
2009-08-09 12:00:00,"13.5",12.5
2009-08-10 12:00:00,"13.5",11.5
2009-08-11 12:00:00,"13.5",12.13
2009-08-12 12:00:00,"13.5",12.25
2009-08-13 12:00:00,"13.5",12.69
2009-08-14 12:00:00,"13.5",12.35
2009-08-15 12:00:00,"13.5",12.74
2009-08-16 12:00:00,"13.5",12.71
2009-08-17 12:00:00,"13.5",12.96
2009-08-18 12:00:00,"13.5",11.88
2009-08-19 12:00:00,"13.5",12.99
2009-08-20 12:00:00,"13.5",12.69
2009-08-21 12:00:00,"13.5",12.49
2009-08-22 12:00:00,"13.5",13.07
2009-08-23 12:00:00,"13.5",12.28
2009-08-24 12:00:00,"13.5",12.75
2009-08-25 12:00:00,"13.5",12.96
2009-08-26 12:00:00,"13.5",12.53
2009-08-27 12:00:00,"13.5",13
2009-08-28 12:00:00,"13.5",13.32
2009-08-29 12:00:00,"13.5",11.81
2009-08-30 12:00:00,"13.5",13.44
2009-08-31 12:00:00,"13.5",12.31
2009-09-01 12:00:00,"13.5",12.05
2009-09-02 12:00:00,"13.5",11.95
2009-09-03 12:00:00,"13.5",11.75
2009-09-04 12:00:00,"13.5",11.72
2009-09-05 12:00:00,"13.5",12.35
2009-09-06 12:00:00,"13.5",11.88
2009-09-07 12:00:00,"13.5",11.69
2009-09-08 12:00:00,"13.5",11.63
2009-09-09 12:00:00,"13.5",11.97
2009-09-10 12:00:00,"13.5",12.31
2009-09-11 12:00:00,"13.5",12.5
2009-09-12 12:00:00,"13.5",12.13
2009-09-13 12:00:00,"13.5",12.69
2009-09-14 12:00:00,"13.5",11.94
2009-09-15 12:00:00,"13.5",12.06
2009-09-16 12:00:00,"13.5",12.75
2009-09-17 12:00:00,"13.5",12.44
2009-09-18 12:00:00,"13.5",12.38
2009-09-19 12:00:00,"13.5",12.31
2009-09-20 12:00:00,"13.5",12.06
2009-09-21 12:00:00,"13.5",12.31
2009-09-22 12:00:00,"13.5",12.33
2009-09-23 12:00:00,"13.5",12.3
2009-09-24 12:00:00,"13.5",12.53
2009-09-25 12:00:00,"13.5",12.25
2009-09-26 12:00:00,"13.5",12.94
2009-09-27 12:00:00,"13.5",13.24
2009-09-28 12:00:00,"13.5",12.88
2009-09-29 12:00:00,"13.5",13.88
2009-09-30 12:00:00,"13.5",12.75
2009-10-01 12:00:00,"13.5",13.5
2009-10-02 12:00:00,"13.5",14
2009-10-03 12:00:00,"13.5",15.15
2009-10-04 12:00:00,"13.5",15.11
2009-10-05 12:00:00,"13.5",15
2009-10-06 12:00:00,"13.5",14.91
2009-10-07 12:00:00,"13.5",14.63
2009-10-08 12:00:00,"13.5",14.19
2009-10-09 12:00:00,"13.5",NA
2009-10-10 12:00:00,"13.5",13.96
2009-10-11 12:00:00,"13.5",13.63
2009-10-12 12:00:00,"13.5",13.32
2009-10-13 12:00:00,"13.5",13.13
2009-10-14 12:00:00,"13.5",12.55
2009-10-15 12:00:00,"13.5",12.31
2009-10-16 12:00:00,"13.5",11.91
2009-10-17 12:00:00,"13.5",11.56
2009-10-18 12:00:00,"13.5",11.31
2009-10-19 12:00:00,"13.5",10.94
2009-10-20 12:00:00,"13.5",10.81
2009-10-21 12:00:00,"13.5",10.81
2009-10-22 12:00:00,"13.5",10.78
